record_id,source_system,customer_id,customer_name,customer_email,phone_raw,age_raw,gender_raw,signup_date_raw,order_id,order_date_raw,ship_date_raw,delivery_date_raw,customer_timezone,country_raw,city_raw,postal_code_raw,product_category_raw,product_name_raw,sku_raw,quantity_raw,unit_price_raw,currency_raw,discount_raw,shipping_cost_raw,item_weight_raw,payment_method_raw,order_status_raw,returned_flag_raw,return_reason_raw,satisfaction_score_raw,loyalty_points_raw,site_visits_last30_raw,support_tickets_90d_raw,distance_to_warehouse_km_raw,campaign_source_raw,customer_segment_raw,support_ticket_date_raw,complaint_text_raw,ingestion_batch,data_source_note
GM-00807,Partner API,CUST-000582,Ava Gonzales,ava.gonzales374@gmail.com,+41 30 898 39 91,19,F,12/02/24,ORD-4QTNHUFP,28-01-2024,2024-02-03,04-Feb-2024 00:00,CET,N/A,Geneva,59144,Books,History of Cities,,4,67.86,CHF,17%,CHF 31.24,4.409,wire,PEND,No,-,1,312,11,-,1206.53,google,repeat,20240206,Entrega atrasada em SÃ£o Paulo.,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00327,partner-api,CUST-001138,Ana Lopez,ana.lopez556@gmai.com,+1 (3) 649-2152,33,F,16-07-2023,ORD-WZHED1T2,unknown,"Apr 07, 2025",25/04/25,,United States,San Francisco,9017,Sports,Yoga Mat,SKU-SPO-4195,1,"63,05",CHF,37.8%,28.21,1.870,g-cash,complete,not returned,,3,628,6,0,615.46,google,V.I.P.,18-06-2025,Produit arrivé cassé.,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01407,in-store,CUST-001041,Isabella Wong,isabella.wong521@hotmail.com,+63 974 454 6221,54,Female,20211103,ORD-A3SHB7NA,"Feb 04, 2025",10-Feb-2025 00:00,2025/02/10,,Philippines,Makati,6189,Home & Kitchen,-,,1,10610.44,PHP,23.4%,1896.12,1.974,bank xfer,delivrd,No,,2,571,12,0,17.29,email,premium,2025/02/12,The item was damaged when opened.,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01667,web,CUST-000735,Aiko Johnson,aiko.johnson983@outlook.com,+63 965 632 1851,150,Non-binary,06 Jun 2023,ORD-XHAJ7D5B,07/05/2024 12:00 AM,2024-07-06 00:00,"Jul 05, 2024",UTC+8,Philippines,Makati,N/A,Media/Books,History of Cities,,1,"2.480,05",PHP,47%,366.67,2.900,Cash on Delivery,delivrd,No,,2,959,0,0,15.1,,Dormant,20240703,The item was damaged when opened.,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01773,web,CUST-000923,Nguyễn Nguyễn,nguyn.nguyn984@company.com,+81-34-6118-0122,56,Female,2023-03-28,ORD-2LBA22FO,07/30/2024,2024-07-28 00:00,"Aug 24, 2024",Asia/Manila,France,Nice,0000,Clothing,Linen Dress,SKU-FAS-5073,1,169.24 ,EUR,5.7%,EUR 15.96,7.367,VISA/MC,CANCELLED,No,,5,582,10,3,1379.8,email,premium,08-Oct-2024 00:00,?,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00224,Web ,CUST-001178,Maria O’Connor,maria.oconnor942@gmai.com,+1 (4) 922-0288,17,,2022/11/10,ORD-POA8FVF8,15 Nov 2024,13-11-2024,06-12-2024,,Brazil,Rio de Janeiro,N/A,Books,Productivity Journal,BO 907,250,3326.56,PHP,17.9%,PHP 756.50,4.113,cash delivery,na,returned,duplicate,2,441,19,0,719.18,FB,N,,The size chart didnâ€™t match.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01052,Call Center,NA, Mateo Davis ,mateo.davis851@hotmail.com,+1 (3) 870-2819,60,Male,08-01-2024,ORD-ZL6D4PKO,unknown,2024-02-09,2024-02-11 00:00,CET,switzerland,Lausanne,unknown,SPORTS,Fitness Tracker,SP 472,1 pcs,33.67,CHF,0.10,2.50,5.021,Bank Transfer,delivered,na,,1,457,2,2,1124.75,affiliate,Regular,04/02/24,N/A,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-00381,mobile,CUST-000916,Mateo Miller,mateo.miller318@gmail.com,+63 938 606 8289,62,male,2021/11/06,ORD-Y5IE4QXZ,-,-,20251108,CET,AU,Melbourne,L8C 7W2,Sporting Goods,Cycling Gloves,,-4,291.06,AUD,0.15,1.13,2.613,Debit Card,ok,No,none,NULL,823,N/A,1,320.25,none,NEW,2025-12-19 00:00,Payment failed twice but card was charged.,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01494,Mobile App,CUST-000919,LIAM MENDOZA,liam.mendoza513@outlook.com,+1 (5) 809-5582,48,Male,27 Jan 2022,ORD-WI1LETVS,02/23/2025 12:00 AM,"Mar 03, 2025",02 Mar 2025,JST,switzerland,Lausanne,7327,Sports,Foam Roller,SP 587,2,CHF 228.25,CHF,57.0%,CHF 14.24,7.47 kg,Bank Transfer,ok,No,,5,677,8,2,na,email,OCC,04/06/2025 12:00 AM,Missing manual in box.,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-00848,web,CUST-000915,Chloé Núñez,chlo.nez@gmaicom,+1 (5) 241-3601,19,,2024-01-12,ORD-PJL5VRCA,06-01-2024,45297,-,PHT,France,Marseille,35992,Media/Books,Productivity Journal,BO 921,1,47.75,EUR,11.7%,27.83,4.707,GCash,delivered,No,,2,22,13,0,1131.85,affiliate,None,20240202,No complaint.,batch_C_windows1252,?
GM-00863,Store,CUST-000898,BjÃ¶rk Schneider,bjrk.schneider450@gmail.com,+41 61 501 32 52,29,Prefer not to say,"Jul 22, 2021",ORD-0D6CEDR2,16/02/25,2025-02-19,03-03-2025,America/New_York,United States,Chicago,N/A,READING,History of Cities,BO 756,4,24.17,USD,none,$26.12,NA,paypal,returned,Returned,Changed mind,5,646,19,0,466.29,None,occasional,2025-04-08 00:00,Customer wrote: “not what I expected”.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01017,WEB,CUST-001267, Björk Dubois ,bjrk.dubois392@example..com,+1 (5) 506-6424,66,,09-12-2022,ORD-7BAWOEZS,20251011,11-Oct-2025 00:00,2025/10/17,EST,Australia,NA,G2V 1M6,books,Cookbook: Asian Flavors,sku_785224,3,110.73,AUD,0.07,3.19,7.80 kg,Debit Card,awaiting payment,returned,-,3,225,10,4,939.68,facebook,NEW,20 Oct 2025,Received wrong color.,api_stream_v2,Duplicate order records possible due to API retry.
GM-00359,APP,CUST-001067,Maria Wong,maria.wong53@hotmail.com,+81-23-3094-7976,73,male,2022/12/10,ORD-4JSVJ484,02/17/2024,na,2024-03-21 00:00,CET,FR,Toulouse,3483,Books,Travel Guide Switzerland,SKU-BOO-2460,0,"69,63",EUR,19.5%,"23,63",9.59 lbs,COD,PEND,No,-,1,756,18,0,182.82,facebook,loyal,20240425,Package arrived late.,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01482,web,CUST-000905,María Hernández,None,unknown,45,male,24 Jul 2024,ORD-15B2TEMJ,2024/10/06,2024/10/08,08/10/24,EST,Germany,Frankfurt,71022,Electronic,Café Espresso Maker,sku_986652,3,unknown,EUR,-5%,31.20,5.090,GCASH,Delivered,No,,4,890,NULL,1,1188.44,Email Campaign,N/A,25-10-2024,unknown,api_stream_v2,Currency conversion not yet standardized.
GM-01775,Mobile App,CUST-001157,Björk Garcia,bjrk.garcia38@gmail.com,+41 61 146 21 03,64,male,07/25/2025,ORD-8528Y2HI,08/10/26, 17-Oct-2026 00:00 ,2026-11-14 00:00,PST,Singapore,Singapore,18240,fashion,Cotton Polo Shirt,SKU-FAS-1044,1,55.68,SGD,21.3%,S$13.98,5.49 lbs,applepay,delivrd,No,none,1,675,21,0,na,AFF,vip,20261206,Entrega atrasada em SÃ£o Paulo.,batch_B_latin1,Dates came from mixed regional settings.
GM-00329,Mobile App,CUST-000743,Aiko Garcia,aiko.garcia275@outlook.com,+81-53-0144-6338,24,M,22 Mar 2023,ORD-F692XSUH,18-Feb-2026 00:00,2026/02/26,46088,PHT,Canada,Montreal,84170,beauty,Men’s Grooming Kit,,4,48.32,CAD,0.05,,7.750,cod,on the way,No,,3,189,11,0,NA,FB,repeat,N/A,Address contains special characters and courier could not read it.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00063,Store,CUST-001060,Sofia Santos,sofia.santos24@yahoo.com,+41 46 512 41 89,20,M, 2023/05/24 ,ORD-U79XBPH5,15/03/24,2024/03/18,2024/03/16,Europe/Zurich,australia,Brisbane,55330,Beauty,VITAMIN C SERUM,sku_781927,5,,na,1.9%,35.80,7.38 kg,COD,DELIVERED,No,,1,180,0,0,598.84,Facebook,-,16-Apr-2024 00:00,El producto llegÃ³ tarde.,api_stream_v2,Some returns are recorded only in support tickets.
GM-01939,web,CUST-001264,Aiko François,aiko.franois806@hotmail.com,+81-10-1133-3587,NULL,Non-binary,"Jan 10, 2022",ORD-FFT5MK75,12 Nov 2025,2025-11-10,17-11-2025,,Germany,Berlin,O4Z 3G4,Electronics,Bluetooth Speaker,,1,€38.19,EUR,9%,€0.36,0.41 kg,paypal,delivered,No,,3,483,0,0,1176.44,N/A,Dormant,na,Address contains special characters and courier could not read it.,api_stream_v2,Some returns are recorded only in support tickets.
GM-01113,call centre,CUST-001339,André Kowalski,andr.kowalski643@example..com,+41 28 454 34 82,76,NA,"Feb 16, 2022",ORD-E6MZELGL,20240702,"Jul 04, 2024",08-07-2024,CET,DE,Munich,46651,Fitness,Yoga Mat,sku_640571,250 pcs,189.29,EUR,,16.57,2.198,cash delivery,refund issued,1,N/A,5,849,4,many,769.26,none,vip,"Aug 07, 2024",El producto llegÃ³ tarde.,legacy_excel_export,Currency conversion not yet standardized.
GM-01039,in-store,CUST-001218,Renée Dubois,rene.dubois583@outlook.com,+63 962 670 9506,75,unknown,07 Jul 2022,ORD-QW9ERV0D,2025/03/04,2025-03-14,"Mar 16, 2025",PST,Germany,München,N/A,Personal Care,Hydrating Toner,BE 842,1 pcs,-,EUR,24.3%,15.88,0.40 lbs,debit-card,Completed,FALSE,,1,-,0,0,987.64,FB,NEW,2025/04/04,The size chart didnâ€™t match.,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00516,Mobile App,CUST-000339,Léa Kim,la.kim522@yahoo.com,+81-08-9053-7799,41,Non-binary,2022-06-10,ORD-KL7NZ4RQ,18/11/24,23 Nov 2024,24-11-2024,PHT,United States,Seattle,9614,Electronic,Bluetooth Speaker,EL 710,1,856.61,USD,5.4%,20.82,0.94 lbs,paypal,shipping,No,,1,259,16,0,1319.2,none,at-risk,unknown,The item was damaged when opened.,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00955,Call Center,CUST-000128,Mateo Wong,-,+1 (4) 729-0531,61,unknown,06-12-2024,ORD-6GJ12LM6,16-03-2026,2026/03/21,04/03/2026,AEST,Switzerland,Geneva,E1M 8V3,Elec.,CafÃ© Espresso Maker,sku_658691,5,510.87,CHF,0.8%,21.66,6.266,Apple Pay,CANCELLED,No,-,2,0,19,0,1374.14,Organic,loyal,04/07/2026,None,batch_B_latin1,Currency conversion not yet standardized.
GM-00970,Store,CUST-001032,Aiko Kim,None,None,27,,2023/11/19,ORD-JMDQQZND,11/27/2025,"Nov 25, 2025", 2025-12-10 ,America/New_York,Brazil,Salvador,N/A,Book,History of Cities,SKU-BOO-7642,1,244.62,BRL,29.6%,129.32 ,1267 g,cod,delivered,-,none,3,71,10,0,513.93,Facebook,loyal,19-Dec-2025 00:00,Payment failed twice but card was charged.,batch_C_windows1252,Dates came from mixed regional settings.
GM-00777,Web ,CUST-001334,Ethan François,ethan.franois861@hotmail.com,+63 993 807 8364,49,Prefer not to say,2024/06/22,ORD-M0JY6W35,2024-12-10 00:00,16 Dec 2024,2024-12-19,GMT+1,Japan,Osaka,94234,Health & Beauty,Menâ€™s Grooming Kit,,2,CHF 5.85,CHF,-,10.66,1.034,G Cash,Pending,No,NA,1,-,11,0,755.09,facebook,Dormant,None,Package arrived late.,batch_A_utf8,Duplicate order records possible due to API retry.
GM-00704,partner-api,CUST-000932,Lucas Dela Cruz,-,+1 (7) 476-8574,21,F,26-08-2022,ORD-IILX2NHG,20240210,"Feb 09, 2024",07 Mar 2024,America/New_York,Japan,,3352,SPORTS,Trail Running Bag,SKU-SPO-9498,2,"¥13,781.47",JPY,3%,265.62,5.55 kg,GCASH,ok,No,none,4,427,5,0,1523.54,google,repeat,05-03-2024,N/A,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01340,Partner API,CUST-000942,Liam GarcÃ­a,liam.garca759@outlook.com,+81-60-8509-0530,46,,N/A,ORD-WNW1IUWO,03/15/2025,03/25/2025,03/27/2025,PHT,Germany,Muenchen,W3L 6A6,BEAUTY,Matte Lipstick,sku_230546,-2,134.36,EUR,28.2%,9.24,3.41 kg,card,awaiting payment,No,,5,402,16,1,969.18,FB,New,2025-05-11,na,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01563,partner-api,CUST-001012,MarÃ­a Cruz,mara.cruz317@company.com,+81-77-1394-6712,31,M,2023/07/25,ORD-V83DB32I, 2024-04-01 ,04/05/2024,04/15/2024,EST,australia,Sydney,N/A,None,Cycling Gloves,SKU-SPO-6488,4,354.40,AUD,22.9%,47.52,3.16 lbs,GCASH,Cancelled,No,,5,1034,6,1,1234.09,facebook,churn risk,20240606,Package arrived late.,batch_C_windows1252,Currency conversion not yet standardized.
GM-00355,Web ,CUST-000783,NA,jose.reyes712@outlook.com,+41 28 530 04 55,26,unknown,02-06-2024,ORD-E0B17MY6,2025-03-01 00:00,05-03-2025,01/04/25,Europe/Zurich,Germany,Frankfurt,0000,Personal Care,Sunscreen SPF50,,3,€125.22,EUR,7.0%,15.74,0.855,debit,ok,No,,5,631,17,0,301.71,AFF,first-time,2025-05-19 00:00,Missing manual in box.,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00043,call centre,CUST-000496,Chloé Lee,chlo.lee789@hotmail.com,+81-60-1227-7707,62,,44522,ORD-4PORU09B,22 Dec 2025,2025/12/29,24-Jan-2026 00:00,AEST,S'pore,None,0000,NULL,Rice Cooker,HO 452,2,104.48,SGD,10.1%,34.16,9.557,G Cash,delivered,No,none,1,0,0,1,18.98,facebook,V.I.P.,03/12/2026,Missing manual in box.,batch_C_windows1252,Currency conversion not yet standardized.
GM-01906,APP,CUST-001163,SÃ¸ren Kowalski,sren.kowalski@outlookcom,+63 930 909 5521,61,unknown,20250709,ORD-XCWN138P,2026-03-04,20260302, 11-Mar-2026 00:00 ,PHT,United States,Chicago,77633,Clothing,Travel Backpack,None,1,$87.87,USD,7.8%,$18.62,1.752,Pay Pal,declined,No,,1 star,538,15,2,93.51,Influencer,Loyal,04/12/2026 12:00 AM,Customer can’t access return portal.,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01585,Market Place,CUST-000154,Liam Oâ€™Connor,liam.oconnor42@gmail.com,+63 919 545 0624,64,NB,09 Sep 2024,ORD-ES8B1NNT,2025-02-22,26-02-2025,20250307,PST,Australia,Perth,N/A,Apparel,Travel Backpack,FA 985,1,"51,80",AUD,25.4%,5.48,5704 g,bank xfer,DELIVERED,No,,5,517,21,0,890.52,Email Campaign,churn risk,"Apr 28, 2025",Entrega atrasada em SÃ£o Paulo.,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01934,web,CUST-000728,Nguyễn Miller,nguyn.miller678@gmail.com,+1 (2) 571-7257,NULL,Prefer not to say,08/08/2024,ORD-H9ZK0OOZ,28/06/25,2025-07-01,2025-06-28 00:00,,switzerland,Geneva,N/A,beauty,Sunscreen SPF50,BE 675,2,-,CHF,17.6%,12.87,0.510,COD,complete,No,,5,742,5,0,331.21,Facebook,loyal,24 Jul 2025,El producto llegÃ³ tarde.,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01917,APP,CUST-000196,Juan Gonzales,juan.gonzales678@yahoo.com,+41 23 439 53 23,56,female,02/25/2022,ORD-NVOG9Z6Q,02/06/2024,45333,2024/02/27,AEST,USA,New York,61608,Kitchen & Home,Rice Cooker,HO 671,1,"201,05",USD,16.1%,0.46,2.824,BT,Completed,No,NULL,1,753,35,0,1273.68,google,OCC,2024-02-23,The size chart didnâ€™t match.,batch_A_utf8,Currency conversion not yet standardized.
GM-00462,partner-api,CUST-000123,Yuki Nguyễn,yuki.nguyn651@gmai.com,+41 01 898 92 66,5,,10/13/2023,ORD-SOO0BF0U,2026-01-17 00:00,01/17/2026,"Jan 19, 2026",Asia/Manila,Switzerland,Bern,0000,Clothes,Cotton Polo Shirt,SKU-FAS-7863,3,93.95,CHF,16.2%,CHF 14.01,13.66 lbs,Apple Pay,shipping,returned,,5,N/A,0,3,260.51,google,churn risk,"Mar 14, 2026",?,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-00498,Market Place,CUST-000758,Noah Mendoza,noah.mendoza997@hotmail.com,+63 984 994 7662,51,Prefer not to say,2023/11/10,ORD-4FE94U7I,2025-09-24,03-Oct-2025 00:00,20251028,UTC+8,Germany,Berlin,P7Q 9V3,Home and Kitchen,Rice Cooker,SKU-HOM-5352,3,21.73,NULL,18.5%,19.49,6.809,ATM card,DELIVERED,No,NA,2,752,21,1,1192.76,Email Campaign,repeat,20-12-2025,The size chart didnâ€™t match.,legacy_excel_export,Dates came from mixed regional settings.
GM-00788,Mobile App,CUST-000748,Liam Smith,liam.smith660@company.com,+81-47-9459-9342,21,female,2023/10/09,ORD-IJC1XV9F,2025-10-20 00:00,22-10-2025,19-Oct-2025 00:00,PST,France,Lyon,N/A,Electronics,Noise-Cancelling Headphones,EL 366,1,-,EUR,0.7%,€7.58,unknown,wire,DELIVERED,?,-,5,391,5,3,637.0,na,churn risk,11-11-2025,El producto llegÃ³ tarde.,legacy_excel_export,None
GM-01263,WEB,CUST-000267,Paulo Schneider,paulo.schneider323@example..com,N/A,62,Female,2020-12-18,ORD-X5S6CY0U,20241021,29-Oct-2024 00:00,25-Nov-2024 00:00,NULL,Germany,München,85042,Apparel,Travel Backpack,sku_840902,2 pcs,70.76,EUR,2%,7.51,5.23kg,card,delivered,No,,1,697,27,NULL,1150.59,None,NEW,15 Nov 2024,Produit arrivé cassé.,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01542,call centre,CUST-000733,Olivia François,olivia.franois756@gmail.com,+63 931 419 6255,42,F,22/12/23,ORD-2JXVZ00Y,2025-05-30 00:00,20250531,2025-06-26,AEST,Australia,Melbourne,N/A,fashion,Linen Dress,,1,403.07,AUD,8.7%,0.25,4.202,g-cash,Completed,No,,4,248,3,3,1370.46,facebook,first-time,unknown,The size chart didnâ€™t match.,api_stream_v2,Some returns are recorded only in support tickets.
GM-02003,Mobile App,CUST-000434,Björk Núñez,bjrk.nez586@hotmail.com,+1 (8) 393-7334,55,Male,05/08/2022,ORD-9GH6R5BG,2025/03/13,2025-03-13,2025/03/27,?,Switzerland,Bern,0000,Beauty,Aloe Moisturizer,sku_288123,NULL,"33,29",CHF,19%,CHF 27.99,6.51 kg,Bank Transfer,delivrd,No,-,3,406,15,0,576.74,none,repeat,2025/04/02,Missing manual in box.,batch_C_windows1252,Potential duplicate from API retry.
GM-00426,call centre,CUST-000060,Jürgen Dela Cruz,jrgen.dela.cruz632@example..com,+41 13 245 91 23,29,female,20221101,ORD-48M22JLT,17/08/24,2024-08-22 00:00,2024-09-21 00:00,Europe/Zurich,Canada,Vancouver,C1G 5W2,ELECTRONICS,Café Espresso Maker,EL 835,2,121.05 ,,35%,0.38,3.32 kg,paypal,DELIVERED,No,,4,604,6,4,392.63,FB,first-time,2024-10-23 00:00,Payment failed twice but card was charged.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00484,Market Place,CUST-000923,Jay Miller,jay.miller721@example..com,+1 (6) 574-8586,25,female,"Feb 23, 2025",ORD-ITQ58G11,2025-05-26,31-05-2025,01-06-2025,UTC+8,Singapore,SG,N/A,home kitchen,Ceramic Pan Set,,1,39.49,SGD,6.8%,32.36,NA,Cash on Delivery,complete,No,N/A,5,375,13,0,22.29,email,Occasional,2025-05-25 00:00,Payment failed twice but card was charged.,api_stream_v2,Currency conversion not yet standardized.
GM-00769,partner-api,NA,Yuki Mendoza,yuki.mendoza973@gmail.com,+81-54-0745-6381,54,Female,20210729,ORD-NCSJRVC9,19/03/24,2024-03-26 00:00,03/26/2024 12:00 AM,CET,France,Toulouse,None,Sports,Trail Running Bag,SKU-SPO-9039,1,99.24 ,EUR,5.9%,23.39,4.717,Apple Pay,fail,No,,4,759,7,0,672.92,FB,Dormant,04/12/2024 12:00 AM,Payment failed twice but card was charged.,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01495,Partner API,CUST-000565,None,liam.brown808@gmail.com,+41 89 619 23 86,72,F,13-12-2023,ORD-C9XL93U4,na,2026/01/22,02/12/2026 12:00 AM,UTC+8,France,Paris,1638,SPORTS,Resistance Bands,SP 534,2,€43.31,,10.0%,9.28,2039 g,wire,DELIVERED,No,,1,65,3,1,386.53,email,At Risk,2026/02/03,na,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00144,WEB,NULL,Siti FranÃ§ois,siti.franois621@hotmail.com,+41 00 410 84 79,64,F, 07/08/2021 ,ORD-B41G877F,26-Jan-2025 00:00,20250131,-,CET,S'pore,Singapore,NA,NULL,Jump Rope,sku_846895,one,278.30,SGD,3.4%,12.41,3.148,COD,delivrd,No,-,2,444,17,0,37.73,Influencer,new customer,24-Jan-2025 00:00,N/A,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-00578,Partner API,CUST-000160,Emma Smith,emma.smith360@company.com,+41 03 809 78 78,50,Prefer not to say,"Feb 03, 2023",ORD-GHNNXAV3,23/02/24,02/28/2024 12:00 AM,04 Mar 2024,PST,Australia,Melbourne,N/A,Electronics ,Noise-Cancelling Headphones,sku_950282,1,539.17,AUD,200.0%,9.56,7.963,Apple-Pay,DELIVERED,No,none,na,278,5,0,214.67,email,occasional,-,?,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01009,Mobile App,CUST-000390,José Tan,jos.tan563@hotmail.com,+41 40 634 41 28,48,Non-binary,20240218,ORD-JRY6Q3GY,31-03-2025, 2025/04/01 ,"Mar 30, 2025",Asia/Manila,Canada,Vancouver,61359,Media/Books,Cookbook: Asian Flavors,BO 812,1,23.09,CAD,3.6%,"5,88",2.016,Pay Pal,ok,No,N/A,3,334,12,2,413.94,Facebook,NULL, 15/05/25 ,Address contains special characters and courier could not read it.,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01167,call centre,CUST-000879,Emma Wilson,emma.wilson612@hotmail.com,+41 43 031 94 04,19,Non-binary,"Jan 02, 2021",ORD-NCPAK96A,07-Dec-2024 00:00,12/06/2024 12:00 AM,2024/12/19,Europe/Zurich,Ger,Munich,B9G 3J9,Elec.,Noise-Cancelling Headphones,EL 594,1,267.24,EUR,1.7%,€30.20,3.662,NULL,DELIVERED,No,none,5,653,2,2,213.8,Facebook,premium,NULL,Received wrong color.,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01271,Mobile App,CUST-000855,Søren O’Connor,sren.oconnor585@gmail.com,+63 957 167 0984,48,M,2022/09/08,ORD-OF753VSW,20-Sep-2024 00:00,26/09/24,2024-10-09 00:00,Europe/Zurich,Japan,Yokohama,0000,Home/Kitchen,Kitchen Scale,SKU-HOM-9212,1,22683.20,JPY,12.3%,5226.50,-,VISA/MC,Delivered,No,-,5,-,6,4,1382.66,AFF,Dormant,?,Package arrived late.,batch_C_windows1252,Dates came from mixed regional settings.
GM-00095,Call Center,CUST-001143, Mateo Dela Cruz ,?,+1 (3) 483-8935,48,M,28 Nov 2023,ORD-3685EFZV,01/01/2026 12:00 AM,2026-01-03 00:00,10-Jan-2026 00:00,Asia/Manila,Singapore,Singapore,5358,Kitchen & Home,Bamboo Organizer,HO 200,2,"302,35",SGD,39.4%,S$18.84,10.215,GCash,PEND,No,,unknown,32,6,2,39.36,Facebook,vip,02/22/2026 12:00 AM,Produit arrivé cassé.,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01741,Market Place,CUST-001054,Chloé Santos,chlo.santos223@outlook.com,+63 920 470 2020,62,M,"Mar 31, 2024",ORD-O13M3F48,45728,2025-03-10 00:00,20250307,None,france,Paris,41085,HOME-KITCHEN,Kitchen Scale,HO 935,2,38.15 ,EUR,29.8%,11.56,3.827,cod,delivrd,No,,3,700,7,35,234.46,Facebook,at-risk,04/02/2025 12:00 AM,Missing manual in box.,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01837,Web ,CUST-000753,AMINA O’CONNOR,amina.oconnor985@hotmail.com,+1 (6) 685-0069,None,F,11/03/2022,ORD-93MSX2NR,12/10/2025 12:00 AM,2025-12-09 00:00,NA,Europe/Zurich,United States,Los Angeles,0000,FASHN,Travel Backpack,sku_925667,1,$105.51,USD,21%,$25.03,4.15 lbs,g-cash,Cancelled,No,,2,804,2,4,1131.47,google,Occasional Buyer,07 Feb 2026,El producto llegÃ³ tarde.,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-00971,Mobile App,CUST-001175,Noah Wong,noah.wong828@company.com,+41 49 418 02 96,50,-,20221220,ORD-YFT396QB,2024-02-21 00:00,02/25/2024,na,America/New_York,Brazil,Rio de Janeiro,59601,Home & Kitchen,Bamboo Organizer,HO 250,4,203.27,BRL,14.5%,75.03,4.235,Credit Card,ok,No,,3,521,8,1,898.85,none,Occasional Buyer,08-Apr-2024 00:00,Customer wrote: “not what I expected”.,batch_B_latin1,Duplicate order records possible due to API retry.
GM-01133,marketplace,CUST-000916,BJÖRK GONZALES,bjrk.gonzales591@example..com,+81-55-5171-3562,48,?,20240127,ORD-I1LNIL2C,"May 31, 2024",09 Jun 2024,07/02/2024,Europe/Zurich,Germany,Berlin,V9L 5C7,Electronic,Café Espresso Maker,EL 398,5,,EUR,110.0%,32.16,6.071,GCash,DELIVERED,No,,1,272,16,0,639.94,Facebook,OCC,?,The item was damaged when opened.,batch_C_windows1252,None
GM-00264,Store,CUST-001310,François Lee,franois.lee@hotmailcom,N/A,32,Female,06/03/21,ORD-78UI5MGA,2025-03-16 00:00,2025-03-22 00:00,04/15/2025,PST,France,Marseille,A6V 6Y6,sports,Foam Roller,,1,24.71,EUR,8.1%,19.40,5.14 kg,card,PEND,No,,4,455,24,0,641.75,affiliate,occasional,2025-04-05 00:00,NA,api_stream_v2,Some returns are recorded only in support tickets.
GM-01250,Web ,CUST-001315,Siti Núñez,siti.nez363@company.com,+1 (3) 110-1580,36,Male,09/22/2023,ORD-FJSTRE8W,30 Dec 2024,20250105,NA,AEST,Brazil,Brasília,28314,FASHN,Leather Wallet,sku_965469,1,621.50,BRL,1.1%,23.99,0.64 lbs,wire,Completed,No,,3,457,unknown,1,703.75,facebook,new customer,02/22/2025 12:00 AM,Customer can’t access return portal.,batch_A_utf8,Currency conversion not yet standardized.
GM-01189,web,CUST-000915,Yuki FranÃ§ois,yuki.franois991@hotmail.com,+63 915 448 7501,55,female,"May 15, 2024",ORD-IO856I39,20-09-2025,26-Sep-2025 00:00,10/05/2025 12:00 AM,Europe/Zurich,Canada,Ottawa,N/A,elec,Café Espresso Maker,sku_546231,1,"C$1,070.18",CAD,3.6%,C$0.73,0.728,Bank Transfer,delivrd,No,NA,1,391,9,1,876.69,Facebook,first-time,2025-10-23,Produit arrivé cassé.,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01901,call centre,NULL,François Reyes,franois.reyes353@hotmail.com,na,21,Non-binary,"Apr 22, 2024",ORD-QHNG5NAZ,20250821,2025/08/27,None,EST,Brazil,Brasília,N/A,HOME-KITCHEN,Kitchen Scale,sku_183719,2,-594.61,BRL,16.4%,BRL 55.15,6.752,Apple-Pay,fail,No,,na,774,6,0,318.41,Email Campaign,Occasional Buyer,na,-,api_stream_v2,Some returns are recorded only in support tickets.
