record_id,source_system,customer_id,customer_name,customer_email,order_id,source_system_clean,customer_name_clean,clean_age,gender_clean,country_clean,product_category_clean,quantity_clean,unit_price_clean,discount_clean,shipping_cost_clean,item_weight_clean,payment_method_clean,order_status_clean,returned_flag_clean,satisfaction_score_clean,loyalty_points_clean,site_visits_last30_clean,support_tickets_90d_clean,distance_to_warehouse_km_clean,customer_segment_clean,order_date_clean,delivery_date_clean,delivery_duration_clean,customer_timezone,ingestion_batch,data_source_note
GM-00992,Partner API,CUST-000675,Isabella HernÃ¡ndez,isabella.hernndez771@gmail.com,ORD-TX871L07,Partner-API,Isabella Hernández,51.0,Female,France,Health & Beauty,5.0,1269.57,,1237.53,7187.0,Apple Pay,Completed,0,4.0,234,500,3,296.65,Loyal,2025-04-15,,,PST,batch_B_latin1,Currency conversion not yet standardized.
GM-00123,Call Center,CUST-000283, André Nguyễn ,andr.nguyn2@example..com,ORD-7MQADW9U,Call Center, André Nguyễn ,36.0,Female,Canada,Books & Media,20.0,,18.8,,7.37,,Pending,0,1.0,137,7,0,188.46,Loyal,2024-09-12,2024-09-23,11,JST,batch_B_latin1,Duplicate order records possible due to API retry.
GM-00730,partner-api,CUST-001058,Paulo Miller,paulo.miller260@hotmail.com,ORD-DKVCZHA5,Partner-API,Paulo Miller,67.0,Prefer not to say,Philippines,Sports & Fitness,3.0,15083.51,5.1,1352.06,7.375,Bank Transfer,Completed,0,4.0,933,18,0,0.0,VIP,2024-04-22,2024-05-14,22,PST,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01644,Mobile App,CUST-000019,Lucas Nguyễn,lucas.nguyn618@gmail.com,ORD-8LN5U2KQ,Mobile App,Lucas Nguyễn,32.0,,Switzerland,Fashion & Apparel,1.0,146.51,0.13,29.57,6767.0,PayPal,Completed,0,5.0,591,14,0,452.83,New,2025-09-12,2025-09-15,3,America/New_York,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01978,WEB,CUST-000346,Björk Reyes,bjrk.reyes799@yahoo.com,ORD-WPXWVY3O,Web,Björk Reyes,30.0,Male,France,Electronics,3.0,366.88,1.2,32.1,5.287,PayPal,Completed,0,4.0,,26,2,845.72,Occasional,2024-04-30,2024-05-03,3,Europe/Zurich,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-01650,call centre,CUST-000166,Björk Santos,,ORD-58CY4O1T,Call Center,Björk Santos,49.0,,Germany,Fashion & Apparel,1.0,75.58,6.2,13.21,0.952,Apple Pay,Failed,0,1.0,522,20,1,1522.09,New,2025-05-08,2025-05-16,8,PHT,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00582,APP,CUST-000645,Đức Santos,c.santos701@example..com,ORD-JP150831,Mobile App,Đức Santos,44.0,Female,Switzerland,Sports & Fitness,2.0,154.33,3.0,23.31,5.395,Debit Card,Shipped,0,,317,17,2,980.58,New,2024-10-15,2024-10-21,6,Asia/Manila,api_stream_v2,Dates came from mixed regional settings.
GM-00786,marketplace,CUST-001183,Lucas Brown,lucas.brown182@outlook.com,ORD-BE7KQ6KU,Marketplace,Lucas Brown,64.0,,France,Books & Media,5.0,72.22,31.9,3.88,7.849,PayPal,Completed,0,2.0,621,19,0,1241.84,,2025-07-24,2025-08-06,13,Europe/Zurich,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01852,Mobile App,CUST-000802,Sofia Gonzales,sofia.gonzales179@example..com,ORD-O8GI38HM,Mobile App,Sofia Gonzales,75.0,Male,United States,Health & Beauty,1.0,52.09,6.0,,4.0596483999999995,PayPal,Completed,0,3.0,301,17,3,501.03,VIP,2025-02-23,2025-03-26,31,PST,batch_C_windows1252,Dates came from mixed regional settings.
GM-00392,Store,CUST-001166,Amina Lee,amina.lee at gmail.com,ORD-O5XB7401,In-Store,Amina Lee,64.0,,Brazil,Fashion & Apparel,1.0,176.67,2.6,,2.72,PayPal,Completed,0,4.0,868,26,1,1403.66,Occasional,2026-01-16,2026-01-26,10,PST,batch_B_latin1,Some returns are recorded only in support tickets.
GM-01001,Partner API,CUST-000165,Müller Wilson,mller.wilson561@company.com,ORD-CQQAXNRW,Partner-API,Müller Wilson,72.0,,United States,Books & Media,4.0,16.6,23.1,25.19,5.45,Bank Transfer,Completed,0,4.0,368,13,1,1073.76,Loyal,,2024-08-21,,,batch_A_utf8,Dates came from mixed regional settings.
GM-01399,WEB,CUST-000444,María Santos,mara.santos409@yahoo.com,ORD-RSSWPGAU,Web,María Santos,19.0,,Brazil,Books & Media,2.0,126.8,48.4,19.5,7.68,Apple Pay,Completed,0,4.0,627,11,2,983.85,VIP,2024-01-27,2024-02-21,25,CET,batch_C_windows1252,Some returns are recorded only in support tickets.
GM-01885,Partner API,CUST-001052,Maria Wong,maria.wong655@outlook.com,ORD-Z48O1VCQ,Partner-API,Maria Wong,20.0,,France,Home & Kitchen,,221.59,12.4,17.67,9.24420496,GCash,Pending,0,2.0,214,,0,1509.97,Loyal,2025-03-21,2025-04-07,17,,legacy_excel_export,Duplicate order records possible due to API retry.
GM-00938,APP,,María François,mara.franois966@hotmail.com,ORD-P9GIOPHR,Mobile App,María François,,Female,Singapore,Sports & Fitness,1.0,197.41,20.5,42.74,3.063,GCash,Completed,0,5.0,30,14,0,19.1,Loyal,2025-03-13,2025-04-07,25,GMT+1,batch_C_windows1252,Dates came from mixed regional settings.
GM-01272,Web ,CUST-000239,Juan Kowalski,juan.kowalski934@company.com,ORD-10AOWK47,Web,Juan Kowalski,,Female,Switzerland,Books & Media,1.0,,17.7,12.91,0.42,Debit Card,Completed,0,2.0,680,,0,92.79,Loyal,,,,GMT+1,batch_B_latin1,Currency conversion not yet standardized.
GM-00545,mobile,CUST-000750,Jay Davis,,ORD-BBCKMR8P,Mobile App,Jay Davis,37.0,Non-Binary,Philippines,Sports & Fitness,,,44.8,543.17,4.53,,Completed,0,1.0,310,0,1,1.74,Occasional,2024-05-11,,,EST,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00814,marketplace,CUST-000329,Müller Cruz,mller.cruz134@hotmail.com,ORD-SQZL1QLI,Marketplace,Müller Cruz,57.0,Prefer not to say,Canada,,4.0,136.12,20.0,5.7,789.0,Debit Card,Completed,0,1.0,530,2,2,1210.42,VIP,2025-12-10,2026-01-01,22,Asia/Manila,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01349,Web ,CUST-000004,Ava Wong,ava.wong278@company.com,ORD-C6ON90KI,Web,Ava Wong,59.0,Prefer not to say,Philippines,Books & Media,3.0,737.01,6.7,452.93,2.657,Debit Card,Completed,0,3.0,681,22,0,4.01,At Risk,2025-09-18,2025-09-19,1,UTC+8,legacy_excel_export,Some returns are recorded only in support tickets.
GM-01640,Partner API,CUST-000586,Emma Wong,emma.wong379@outlook.com,ORD-3O5PSSYX,Partner-API,Emma Wong,69.0,Male,Brazil,Fashion & Apparel,1.0,1085.08,29.0,143.5,7.167,Apple Pay,Completed,0,5.0,349,16,,1462.95,Loyal,2025-12-09,2026-01-04,26,GMT+1,batch_A_utf8,Currency conversion not yet standardized.
GM-01991,web,CUST-000389,Liam Garcia,liam.garcia482@gmai.com,ORD-K560R06F,Web,Liam Garcia,74.0,Male,Japan,Electronics,1.0,49374.97,6.7,3866.6,1.838,Debit Card,Completed,0,2.0,,0,,453.87,VIP,2025-06-22,2025-06-28,6,AEST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-00225,marketplace,CUST-000594,Müller Hernández,mller.hernndez202@yahoo.com,ORD-A81MVEZ4,Marketplace,Müller Hernández,69.0,Prefer not to say,Japan,Home & Kitchen,2.0,24102.62,12.8,4295.82,7.644,Bank Transfer,Failed,0,3.0,548,0,0,99.74,New,2024-12-03,2024-12-18,15,Asia/Manila,legacy_excel_export,Currency conversion not yet standardized.
GM-00025,WEB,CUST-001159,Chloe Müller,chloe.mller42@gmai.com,ORD-34JTGXNX,Web,Chloe Müller,,Female,Germany,Fashion & Apparel,1.0,26.11,43.2,13.23,5.712,Bank Transfer,Returned/Refunded,,5.0,524,25,0,1015.94,Loyal,2025-05-06,2025-05-25,19,America/New_York,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00595,APP,CUST-000497,Liam Dela Cruz,liam.dela.cruz970@hotmail.com,ORD-GSQK8UYE,Mobile App,Liam Dela Cruz,,Female,Singapore,Fashion & Apparel,2.0,53.48,27.0,5.75,4.931,GCash,,0,1.0,254,7,,26.02,,2025-05-21,2025-06-18,28,Europe/Zurich,api_stream_v2,Duplicate order records possible due to API retry.
GM-00383,Store,CUST-000914,Ava Gonzales,ava.gonzales453@gmail.com,ORD-CFIZ17YB,In-Store,Ava Gonzales,61.0,Female,Switzerland,Electronics,1.0,557.71,3.8,23.63,2.9,Cash on Delivery,Completed,0,5.0,623,19,0,839.88,VIP,2024-11-01,2024-11-13,12,PST,batch_C_windows1252,Currency conversion not yet standardized.
GM-00263,Mobile App,CUST-000224,Ava Dela Cruz,ava.dela.cruz869@gmail.com,ORD-PPB7V5G2,Mobile App,Ava Dela Cruz,68.0,,Germany,Sports & Fitness,1.0,10.21,16.4,14.42,6.712,Debit Card,Returned/Refunded,,2.0,396,12,2,521.11,VIP,2025-09-18,2025-10-09,21,UTC+8,legacy_excel_export,Currency conversion not yet standardized.
GM-00693,Web ,CUST-001334,Chloe Johnson,chloe.johnson76@gmail.com,ORD-8MT3XNOZ,Web,Chloe Johnson,67.0,Non-Binary,Switzerland,Home & Kitchen,1.0,142.67,0.2,13.9,,Apple Pay,Shipped,0,4.0,360,25,0,1041.74,Occasional,,2025-07-20,,CET,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01784,Mobile App,CUST-000600,Jay Lopez,jay.lopez456@hotmail.com,ORD-3SXYSMPP,Mobile App,Jay Lopez,41.0,Male,Australia,Fashion & Apparel,1.0,,3.0,49.4,5.07,Cash on Delivery,Completed,0,1.0,378,,1,809.09,VIP,2025-03-20,2025-04-11,22,,batch_A_utf8,
GM-00763,Web ,CUST-001239,Zoë Santos,zo.santos495@company.com,ORD-BIUG5V3V,Web,Zoë Santos,58.0,Male,Japan,Health & Beauty,1.0,16031.62,,2880.08,0.355,GCash,Shipped,0,3.0,0,4,3,1393.74,Occasional,2024-07-14,,,AEST,api_stream_v2,Some returns are recorded only in support tickets.
GM-00681,WEB,CUST-001221,,noah.schneider260@outlook.com,ORD-OPKNUY9P,Web,,22.0,,Japan,Electronics,3.0,59145.79,30.8,1157.41,7.956,Credit Card,Completed,,2.0,115,3,0,448.83,At Risk,2025-02-22,2025-03-01,7,America/New_York,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01610,Call Center,CUST-000425,Mateo Hernández,,ORD-A40MK7N6,Call Center,Mateo Hernández,76.0,Prefer not to say,Singapore,Health & Beauty,1.0,65.07,3.0,38.0,2.288,Apple Pay,Completed,0,3.0,171,12,3,6.3,Loyal,2025-02-10,,,,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01387,web,CUST-000877,Nguyễn García,nguyn.garca550@yahoo.com,ORD-52ZWSEDN,Web,Nguyễn García,67.0,Male,Philippines,Health & Beauty,1.0,6083.29,17.3,279.86,6.13,Bank Transfer,Shipped,0,4.0,516,28,0,10.61,Loyal,2025-05-13,2025-05-19,6,,batch_A_utf8,Duplicate order records possible due to API retry.
GM-01668,Web ,CUST-000628, Jose Tan ,jose.tan542@company.com,ORD-PAUVSHQX,Web, Jose Tan ,60.0,Male,Canada,Electronics,4.0,,7.5,21.69,1605.0,GCash,,0,4.0,537,6,2,,Occasional,2026-09-07,,,,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-01488,mobile,CUST-001044,Mateo Brown,mateo.brown680@example..com,ORD-5OV87BNN,Mobile App,Mateo Brown,23.0,Male,Canada,Sports & Fitness,2.0,366.28,10.1,25.92,5.269,PayPal,Completed,0,4.0,44,9,0,1021.66,VIP,2026-01-26,2026-02-03,8,Asia/Manila,batch_C_windows1252,Currency conversion not yet standardized.
GM-00326,call centre,CUST-000047,Chloe García,chloe.garca256@gmail.com,ORD-SJEOPZ8C,Call Center,Chloe García,42.0,Female,Philippines,Sports & Fitness,5.0,,22.7,1647.81,2.261,Credit Card,Completed,0,2.0,383,18,1,36.25,VIP,2025-03-28,2025-04-03,6,AEST,batch_C_windows1252,
GM-01506,APP,CUST-001137,Björk Nguyễn,bjrk.nguyn170@company.com,ORD-U5CP51DL,Mobile App,Björk Nguyễn,48.0,Male,Brazil,Sports & Fitness,3.0,672.78,17.0,35.29,3.279,Bank Transfer,Completed,0,3.0,357,4,,122.58,Loyal,2026-01-23,2026-02-14,22,PHT,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01386,in-store,CUST-000841,,amina.hernndez455@gmail.com,ORD-VLREGOLJ,In-Store,,68.0,,Philippines,Health & Beauty,2.0,5522.02,4.0,718.91,4.82,Debit Card,Returned/Refunded,,2.0,495,24,1,33.1,Occasional,2026-02-25,2026-02-27,2,,batch_C_windows1252,Currency conversion not yet standardized.
GM-01788,partner-api,CUST-000342,,mara.dela.cruz305@yahoo.com,ORD-SI5421LO,Partner-API,,0.0,,Japan,Electronics,1.0,48636.58,2.8,3695.67,7.2302564799999995,,Completed,0,3.0,388,13,,328.49,Loyal,2025-11-18,2025-12-09,21,America/New_York,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01185,Web ,CUST-000155,Liam Schneider,liam.schneider157@gmail.com,ORD-B3ZLKTP5,Web,Liam Schneider,24.0,,Germany,Health & Beauty,2.0,101.22,4.0,10.46,3.171,PayPal,Completed,0,1.0,343,,0,976.17,New,2024-05-05,2024-05-22,17,AEST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01038,Market Place,CUST-000572,Renée Hernández,rene.hernndez576@example..com,ORD-D5TZ6SWH,Marketplace,Renée Hernández,23.0,,Japan,Fashion & Apparel,1.0,2323.32,10.8,678.43,4.618,Cash on Delivery,Returned/Refunded,,5.0,9999,2,0,241.33,New,2025-12-23,2026-01-28,36,PST,batch_A_utf8,Some returns are recorded only in support tickets.
GM-00033,Web ,CUST-000960,JÃ¼rgen Reyes,jrgen.reyes238@gmai.com,ORD-USOZDUCK,Web,Jürgen Reyes,22.0,Male,Japan,Fashion & Apparel,1.0,36066.73,43.4,3581.39,6.141,Cash on Delivery,Cancelled,0,5.0,672,16,1,537.97,Loyal,2024-11-24,2024-12-10,16,EST,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-01218,mobile,CUST-000590,Siti Müller,siti.mller450@yahoo.com,ORD-VJE02JWI,Mobile App,Siti Müller,48.0,Female,Canada,Fashion & Apparel,3.0,101.93,16.7,37.88,3.798,GCash,Returned/Refunded,,3.0,319,10,1,579.0,Loyal,2024-08-24,2024-09-11,18,EST,api_stream_v2,Currency conversion not yet standardized.
GM-01102,partner-api,CUST-001263,ZoÃ« Cruz,zo.cruz673@company.com,ORD-07GT54R6,Partner-API,Zoë Cruz,58.0,Male,Brazil,Electronics,1.0,2642.35,4.0,80.04,4.851,Bank Transfer,Completed,0,4.0,514,13,3,999.18,Occasional,2025-12-13,,,,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01985,Mobile App,CUST-000347,Siti Nguyễn,siti.nguyn206@example..com,ORD-S93YFMXV,Mobile App,Siti Nguyễn,49.0,,,Electronics,3.0,656.38,10.0,21.12,3.927,Apple Pay,Completed,0,5.0,93,8,0,205.08,New,2024-11-18,2024-12-17,29,,batch_C_windows1252,Dates came from mixed regional settings.
GM-01697,marketplace,CUST-000366,Ethan Brown,ethan.brown47@gmail.com,ORD-09TWR741,Marketplace,Ethan Brown,38.0,Male,Canada,Fashion & Apparel,1.0,156.01,0.4,28.54,3.38,Cash on Delivery,Completed,0,,992,8,1,1048.54,VIP,2026-03-24,,,,legacy_excel_export,Currency conversion not yet standardized.
GM-01675,call centre,CUST-001038,FranÃ§ois Gonzales,franois.gonzales462@company.com,ORD-YUVXRBEI,Call Center,François Gonzales,26.0,Female,Australia,Home & Kitchen,1.0,252.68,8.2,36.12,11.86,Bank Transfer,Completed,0,5.0,,23,2,847.63,New,2026-02-23,2026-03-13,18,PST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00125,partner-api,CUST-000277,Đức Núñez,c.nez401@yahoo.com,ORD-7DBEOKFC,Partner-API,Đức Núñez,69.0,Female,United States,Fashion & Apparel,1.0,156.14,6.0,2.49,0.23,PayPal,Shipped,0,5.0,193,14,0,1088.66,Loyal,,2025-04-24,,Europe/Zurich,api_stream_v2,Dates came from mixed regional settings.
GM-01065,in-store,CUST-000085,Ethan GarcÃ­a,ethan.garca122@company.com,ORD-JQZFYZSX,In-Store,Ethan García,34.0,Female,Brazil,Sports & Fitness,6.0,110.73,18.5,0.16,1.15,GCash,Returned/Refunded,,3.0,449,7,,315.16,Occasional,2025-11-26,2025-11-30,4,America/New_York,api_stream_v2,Currency conversion not yet standardized.
GM-01070,WEB,CUST-000971,LÃ©a Gonzales,la.gonzales80@gmail.com,ORD-47ND99RF,Web,Léa Gonzales,99.0,Female,Canada,Health & Beauty,,75.54,20.0,,2081.0,Credit Card,Returned/Refunded,,2.0,615,11,3,1003.24,New,2025-05-03,2025-05-23,20,AEST,batch_A_utf8,Currency conversion not yet standardized.
GM-00793,Partner API,CUST-001252,Ava NÃºÃ±ez,ava.nez922@outlook.com,ORD-NH4WQYW8,Partner-API,Ava Núñez,32.0,Male,Australia,Health & Beauty,10.0,69.07,18.0,46.9,7.736,GCash,Completed,0,5.0,745,,0,448.61,VIP,2024-02-20,,,UTC+8,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01824,partner-api,CUST-000332,Emma Wilson,emma.wilson831@hotmail.com,ORD-R4E69W1U,Partner-API,Emma Wilson,26.0,Non-Binary,Australia,Fashion & Apparel,1.0,169.46,23.0,38.16,2373.0,Cash on Delivery,Completed,0,2.0,402,10,2,1012.47,Occasional,2025-08-12,2025-09-06,25,PST,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00127,mobile,CUST-000324,Jürgen Lopez,jrgen.lopez587@example..com,ORD-K9VJ0VA0,Mobile App,Jürgen Lopez,31.0,Non-Binary,United States,Sports & Fitness,1.0,54.15,3.8,6.07,2.17,GCash,Returned/Refunded,,3.0,634,12,1,999.34,At Risk,2025-03-08,,,GMT+1,batch_B_latin1,Legacy export may contain mojibake in names/cities.
GM-01572,,CUST-000588,Liam Davis,liam.davis693@company.com,ORD-FMSZ2X0J,,Liam Davis,36.0,Non-Binary,United States,Electronics,3.0,782.87,,28.07,1.3426323199999999,Bank Transfer,Failed,0,1.0,200,10,0,1329.37,New,2024-07-19,2024-08-07,19,CET,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01060,Partner API,CUST-001342,Olivia Johnson,olivia.johnson175@gmai.com,ORD-0TH378BN,Partner-API,Olivia Johnson,77.0,Prefer not to say,Singapore,Books & Media,1.0,59.27,10.0,23.51,6.0872046399999995,GCash,Returned/Refunded,,5.0,516,10,9,16.21,At Risk,2025-10-03,,,JST,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-00168,partner-api,CUST-000666,Emma Kim,emma.kim657@gmail.com,ORD-J40Y52YG,Partner-API,Emma Kim,99.0,,Australia,Books & Media,1.0,3206.82,1.0,769.54,0.14968536000000002,PayPal,Completed,0,,454,2,1,1284.48,Loyal,2024-08-10,2024-09-16,37,America/New_York,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01594,partner-api,CUST-000111,Olivia Kim,olivia.kim902@example..com,ORD-CAOEFJOF,Partner-API,Olivia Kim,57.0,Non-Binary,Japan,Sports & Fitness,1.0,,21.4,3925.79,5.737,PayPal,Completed,0,5.0,330,3,0,1423.67,VIP,2024-10-25,2024-11-13,19,Asia/Manila,api_stream_v2,Duplicate order records possible due to API retry.
GM-01844,Mobile App,CUST-000411,Isabella Lopez,isabella.lopez701@gmail.com,ORD-MCEV5AV8,Mobile App,Isabella Lopez,,Male,Germany,Books & Media,1.0,35.32,8.7,4.72,5.638148559999999,PayPal,Completed,0,,307,11,4,1081.09,New,2024-12-27,2025-01-25,29,AEST,batch_B_latin1,
GM-00491,Market Place,CUST-001108,Maria Núñez,maria.nez839@company.com,ORD-353S4LQ6,Marketplace,Maria Núñez,,Prefer not to say,Canada,Sports & Fitness,5.0,34.75,10.2,44.95,3.556,GCash,Returned/Refunded,,3.0,328,17,0,922.64,VIP,2024-08-08,2024-09-07,30,CET,batch_C_windows1252,Dates came from mixed regional settings.
GM-00642,web,CUST-001092,Renée Nguyễn,rene.nguyn956@gmai.com,ORD-K5ZD61FE,Web,Renée Nguyễn,78.0,Female,United States,Books & Media,2.0,73.39,22.6,,7.604,Apple Pay,Completed,0,5.0,756,4,0,1049.4,At Risk,2024-01-11,2024-01-19,8,JST,batch_B_latin1,Some returns are recorded only in support tickets.
GM-00953,Market Place,CUST-001099,Liam Santos,liam.santos603@hotmail.com,ORD-NEY5F48N,Marketplace,Liam Santos,30.0,Prefer not to say,Germany,Fashion & Apparel,1.0,7838.42,10.0,2443.32,0.441,Cash on Delivery,Completed,0,1.0,359,9,1,154.37,Loyal,2025-03-28,2025-04-19,22,JST,legacy_excel_export,"Merged from checkout, CRM, and support extracts."
GM-01252,Market Place,CUST-000819, Siti François ,siti.franois102@example..com,ORD-QZBPDQBG,Marketplace, Siti François ,,Prefer not to say,,Sports & Fitness,1.0,107.84,16.9,32.81,5.342,GCash,Completed,,4.0,59,500,3,230.4,New,2025-05-11,2025-05-31,20,America/New_York,batch_A_utf8,"Merged from checkout, CRM, and support extracts."
GM-00670,in-store,CUST-000363,CHLOE FRANÇOIS,chloe.franois127@yahoo.com,ORD-4NSOKAF2,In-Store,CHLOE FRANÇOIS,35.0,Non-Binary,Brazil,Health & Beauty,1.0,309.25,,90.76,5588.0,Debit Card,Completed,0,3.0,162,16,0,305.46,,2024-12-11,2024-12-15,4,Europe/Zurich,batch_C_windows1252,Duplicate order records possible due to API retry.
GM-01725,Store,CUST-000569,Mateo François,mateo.franois564@company.com,ORD-K4TP1UVX,In-Store,Mateo François,64.0,Non-Binary,Canada,Books & Media,1.0,43.15,39.4,36.73,1.447,Unknown Card,Failed,0,3.0,259,29,0,1293.64,New,2025-12-20,2025-12-31,11,PHT,batch_A_utf8,Currency conversion not yet standardized.
GM-00401,marketplace,CUST-001067,Chloé Nguyễn,chlo.nguyn494@outlook.com,ORD-9E5OZ8BU,Marketplace,Chloé Nguyễn,74.0,Female,Singapore,Electronics,1.0,909.64,9.2,3.05,1.87,PayPal,Completed,0,1.0,175,11,0,38.06,New,2026-03-17,2026-03-26,9,,legacy_excel_export,Currency conversion not yet standardized.
GM-00900,Store,CUST-001239,Ana Wilson,ana.wilson462@gmai.com,ORD-PN4SQWAR,In-Store,Ana Wilson,32.0,Female,Switzerland,Electronics,2.0,268.54,0.7,29.59,4.6946772,Cash on Delivery,Completed,,3.0,432,12,,1062.99,New,2025-09-14,2025-10-12,28,Asia/Manila,batch_A_utf8,
GM-01173,Partner API,CUST-000998,Paulo Gonzales,paulo.gonzales132@gmai.com,ORD-AUPI03L4,Partner-API,Paulo Gonzales,28.0,Non-Binary,Australia,Sports & Fitness,3.0,110.41,11.7,,4.609,Bank Transfer,Returned/Refunded,,2.0,39,9,0,1116.06,Loyal,2024-02-14,2024-02-26,12,,legacy_excel_export,Legacy export may contain mojibake in names/cities.
GM-00031,mobile,CUST-000136,Ethan François,ethan.franois333@company.com,ORD-3B9SO0US,Mobile App,Ethan François,5.0,Male,Germany,Fashion & Apparel,2.0,1105.64,8.0,113.5,4.669,Cash on Delivery,Returned/Refunded,,1.0,337,3,1,283.92,At Risk,2025-03-16,2025-04-01,16,CET,batch_A_utf8,Dates came from mixed regional settings.
GM-01446,Store,CUST-000700,José Wilson,jos.wilson326@hotmail.com,ORD-O0K3L6CF,In-Store,José Wilson,50.0,,United States,Electronics,,49.4,33.7,13.31,0.887,PayPal,Completed,0,1.0,77,0,0,542.74,Loyal,,2025-01-07,,Asia/Manila,api_stream_v2,"Merged from checkout, CRM, and support extracts."
GM-00652,marketplace,CUST-000021,Ethan Smith,ethan.smith841@outlook.com,ORD-CYLQNJER,Marketplace,Ethan Smith,56.0,,Switzerland,Health & Beauty,3.0,64.19,9.0,6.02,5.5,Bank Transfer,Pending,0,5.0,280,3,0,1003.46,VIP,2024-12-03,2025-01-04,32,America/New_York,batch_A_utf8,Currency conversion not yet standardized.
GM-00854,Mobile App,CUST-000977,Zoë O’Connor,zo.oconnor821@company.com,ORD-67W1QMCD,Mobile App,Zoë O'Connor,62.0,Male,,Fashion & Apparel,,149.87,21.2,17.59,1.74,Cash on Delivery,Shipped,0,4.0,0,18,1,579.1,Occasional,2024-03-19,2024-04-06,18,Europe/Zurich,batch_C_windows1252,Legacy export may contain mojibake in names/cities.
GM-01396,Call Center,CUST-001069,André Schneider,andr.schneider201@gmail.com,ORD-X4I2QEW2,Call Center,André Schneider,25.0,Male,Brazil,Books & Media,6.0,375.44,0.2,145.44,,Cash on Delivery,Completed,0,3.0,274,7,0,1057.61,At Risk,2025-07-20,2025-08-02,13,,batch_C_windows1252,"Merged from checkout, CRM, and support extracts."
GM-01967,Web ,CUST-000433,Nguyễn Dela Cruz,,ORD-GTXKJ81L,Web,Nguyễn Dela Cruz,120.0,Male,Singapore,Health & Beauty,1.0,94.13,,26.13,1.306,GCash,Cancelled,,3.0,707,6,1,11.5,New,,2025-08-05,,GMT+1,api_stream_v2,Legacy export may contain mojibake in names/cities.
GM-01002,Mobile App,CUST-000415,María Müller,mara.mller834@gmai.com,ORD-S0KTOF0Y,Mobile App,María Müller,,,Australia,Home & Kitchen,2.0,302.29,4.9,52.18,8.927,,Completed,0,4.0,582,9,0,1181.51,Loyal,2025-04-19,2025-05-07,18,AEST,batch_B_latin1,"Merged from checkout, CRM, and support extracts."
GM-00746,APP,CUST-000330,Maria Tan,maria.tan550@yahoo.com,ORD-XHKG2VKE,Mobile App,Maria Tan,40.0,Non-Binary,Germany,Electronics,1.0,160.02,18.5,0.41,3.785,Cash on Delivery,Shipped,0,,85,0,3,1109.21,,2025-08-19,,,PHT,batch_A_utf8,Some returns are recorded only in support tickets.
GM-01598,WEB,CUST-001056,MarÃ­a Schneider,mara.schneider162@company.com,ORD-S5TV5Z4C,Web,María Schneider,19.0,,Brazil,Books & Media,1.0,179.41,10.0,,4.19,PayPal,Completed,0,5.0,381,18,0,1120.28,VIP,2024-01-01,2024-01-22,21,AEST,api_stream_v2,Some returns are recorded only in support tickets.
GM-00298,call centre,CUST-000819,Aiko Schneider,aiko.schneider820@hotmail.com,ORD-74BY6X07,Call Center,Aiko Schneider,37.0,,Canada,Health & Beauty,4.0,152.56,41.2,5.87,1.80529616,PayPal,Pending,0,5.0,579,0,0,547.98,New,2024-10-15,2024-10-30,15,JST,batch_B_latin1,Currency conversion not yet standardized.
GM-01490,Partner API,CUST-000519,Mateo Mendoza,mateo.mendoza282@example..com,ORD-WIQV43NS,Partner-API,Mateo Mendoza,74.0,Male,United States,Home & Kitchen,2.0,217.2,,12.92,2.276,Apple Pay,Completed,,5.0,437,10,2,457.9,Loyal,2024-10-06,,,CET,batch_A_utf8,Legacy export may contain mojibake in names/cities.
GM-01242,WEB,CUST-000606,Emma Reyes,emma.reyes717@yahoo.com,ORD-00QXH95U,Web,Emma Reyes,71.0,Female,Brazil,Sports & Fitness,2.0,94.74,7.4,71.63,7.429836959999999,Apple Pay,Pending,0,3.0,749,14,1,839.74,New,2024-04-20,2024-12-05,229,,api_stream_v2,"Merged from checkout, CRM, and support extracts."
